     ____
    / _  |   Frida 12.6.20 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at http://www.frida.re/docs/home/
Spawning `com.cz.babySister`...
Spawned `com.cz.babySister`. Resuming main thread!
[Google AOSP on msm8996::com.cz.babySister]-> message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE7seekposENS_4fposI9mbstate_tEEj  address:0x79a08b5374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space10ImageSpace22VerifyImageAllocationsEv  address:0x79a05ed368'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7OatFile12IsDebuggableEv  address:0x79a07b51c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art24ArenaAllocatorMemoryTool15DoMakeUndefinedEPvm  address:0x79a048e4f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace10ScanObjectEPNS_6mirror6ObjectE  address:0x79a05b9ef4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art27Arm64InstructionSetFeatures10FromBitmapEj  address:0x79a08b6138'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art33SetQuickAllocEntryPointsAllocatorENS_2gc13AllocatorTypeE  address:0x79a08cc6a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses24java_util_ArrayList_sizeE  address:0x79a09e80a8'} data: None
message: {'type': 'send', 'payload': 'name:artAllocObjectFromCodeResolvedBumpPointerInstrumented  address:0x79a08c1334'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space10ImageSpaceC1ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEPKcPNS_6MemMapEPNS0_10accounting11SpaceBitmapILm8EEEPh  address:0x79a05ec948'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art24ArenaAllocatorMemoryTool18DoMakeInaccessibleEPvm  address:0x79a048e57c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap26DecrementDisableThreadFlipEPNS_6ThreadE  address:0x79a05c47f0'} data: None
message: {'type': 'send', 'payload': 'name:mspace_independent_comalloc  address:0x79a05782bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7OatFileD1Ev  address:0x79a07b5920'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6Thread22GetPeerFromOtherThreadEv  address:0x79a085b488'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__115basic_streambufIcNS_11char_traitsIcEEE6xsputnEPKcl  address:0x79a0491458'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18ClassLoaderContextD2Ev  address:0x79a0507924'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP9JdwpStateD2Ev  address:0x79a06c1f64'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime25SetImtUnimplementedMethodEPNS_9ArtMethodE  address:0x79a0836708'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror10Executable17GetDeclaringClassEv  address:0x79a076b480'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Locks11trace_lock_E  address:0x79a09e57b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting9CardTableC2EPNS_6MemMapEPhm  address:0x79a0583ee4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14ObjectRegistryC1Ev  address:0x79a06c7cb0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector16GarbageCollector13RegisterPauseEm  address:0x79a05a54c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap28DoPendingCollectorTransitionEv  address:0x79a05c7870'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier14CheckArrayDataEj  address:0x79a0880ee0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15DexFileVerifier24CheckInterSectionIterateEmjNS_7DexFile11MapItemTypeE  address:0x79a055dae8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11RegionSpace5ClearEv  address:0x79a05feb6c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc5space16BumpPointerSpaceE  address:0x79a09d6268'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod10VisitRootsILNS_17ReadBarrierOptionE0EKNS_6mirror41CopyReferenceFieldsWithReadBarrierVisitorEEEvRT0_NS_11PointerSizeE  address:0x79a0770384'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_pointerIPN3art13CmdlineParserINS1_18RuntimeArgumentMapENS3_3KeyEE15SaveDestinationENS_14default_deleteIS6_EENS_9allocatorIS6_EEE21__on_zero_shared_weakEv  address:0x79a048e408'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12ProfileSaver8DumpInfoERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a06e9fc0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_3setIS7_NS_4lessIS7_EENS5_IS7_EEEEEENS_19__map_value_compareIS7_SD_SA_Lb1EEENS5_ISD_EEE14__assign_multiINS_21__tree_const_iteratorISD_PNS_11__tree_nodeISD_PvEElEEEEvT_SP_  address:0x79a06ec26c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier10VerifyAGetEPKNS_11InstructionERKNS0_7RegTypeEb  address:0x79a0889238'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExt15DeleteGlobalRefEPNS_6ThreadEP8_jobject  address:0x79a06ae198'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15STLDeleteValuesINS_25AllocationTrackingSafeMapIPNS_2gc5space5SpaceEPNS2_10accounting13RememberedSetELNS_12AllocatorTagE0ENSt3__14lessIS5_EEEEEEvPT_  address:0x79a05c70b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter11DoIPutQuickILNS_9Primitive4TypeE3ELb1EEEbRKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0646428'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier22VerifyQuickFieldAccessILNS1_15FieldAccessTypeE1EEEvPKNS_11InstructionERKNS0_7RegTypeEb  address:0x79a088d95c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ElfOatFile11OpenElfFileEPN9unix_file6FdFileERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEPhSD_bbbPKcPSA_  address:0x79a07b10a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15GetVdexFilenameERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE  address:0x79a08795f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3artlsERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEERKNS_16DexMemAccessTypeE  address:0x79a090eeb0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16RuntimeCallbacks20RegisterNativeMethodEPNS_9ArtMethodEPKvPPv  address:0x79a0838240'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15TypeLookupTable13SupportedSizeEj  address:0x79a08748dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc3Run13FreeListToStrILb1EEENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEPNS2_12SlotFreeListIXT_EEE  address:0x79a057c268'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9LogHelper15LogLineLowStackEPKcjN7android4base11LogSeverityES2_  address:0x79a0492914'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22GetNsToTimeUnitDivisorENS_8TimeUnitE  address:0x79a0497734'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7ElfFile4OpenEPN9unix_file6FdFileEbbbPNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEPh  address:0x79a05704e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime19DumpDeoptimizationsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a0833cf8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses26java_lang_OutOfMemoryErrorE  address:0x79a09e7e00'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker22LoadSuperAndInterfacesENS_6HandleINS_6mirror5ClassEEERKNS_7DexFileE  address:0x79a04def18'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art6HandleINS1_6mirror11ClassLoaderEEENS_9allocatorIS5_EEE21__push_back_slow_pathIS5_EEvOT_  address:0x79a06eac08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable5Table4FindERKNS0_10Utf8StringE  address:0x79a061f72c'} data: None
message: {'type': 'send', 'payload': 'name:artSet8InstanceFromMterp  address:0x79a08eb9d4'} data: None
message: {'type': 'send', 'payload': 'name:JNI_GetCreatedJavaVMs  address:0x79a06b2bf4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9OatHeader39GetInterpreterToInterpreterBridgeOffsetEv  address:0x79a07ac6e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP19InitSocketTransportEPNS0_9JdwpStateEPKNS0_11JdwpOptionsE  address:0x79a06c50a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art13SharedLibraryENS_9allocatorIS3_EEE21__push_back_slow_pathIRKS3_EEvOT_  address:0x79a06b3118'} data: None
message: {'type': 'send', 'payload': 'name:_Z12CloseArchivePv  address:0x79a0912644'} data: None
message: {'type': 'send', 'payload': 'name:_Z15ExtractToWriterPvP8ZipEntryP6Writer  address:0x79a0912e3c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP12JdwpAdbState15ProcessIncomingEv  address:0x79a090c588'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18ClassLoaderContext29RemoveLocationsFromClassPathsERKNS_15dchecked_vectorINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS6_IS8_EEEE  address:0x79a0509148'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7Runtime21GetCompilerExecutableEv  address:0x79a082e95c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art13VariantMapKeyINS_15ParseStringListILc58EEEEE  address:0x79a09dba68'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6Thread7HasTlabEv  address:0x79a085a898'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22ProfileCompilationInfo22AddInlineCacheToBufferEPNSt3__16vectorIhNS1_9allocatorIhEEEERKNS_7SafeMapItNS0_9DexPcDataENS1_4lessItEENS_21ArenaAllocatorAdapterINS1_4pairIKtS8_EEEEEE  address:0x79a06dc680'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8VdexFile4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEbbbPS7_  address:0x79a0879fc8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime26UnstartedStringToCharArrayEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a06a3a0c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread6AttachEPKcbP8_jobjectb  address:0x79a084c134'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIlE13SetArrayClassENS_6ObjPtrINS0_5ClassEEE  address:0x79a0758c08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5spacelsERNSt3__113basic_ostreamIcNS2_11char_traitsIcEEEERKNS1_15RelocationRangeE  address:0x79a05ed654'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror6String15ComputeHashCodeEv  address:0x79a0771dec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap33HSpaceCompactForOOMMinIntervalsMsE  address:0x79a09e7690'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13FreeListSpaceD1Ev  address:0x79a05f94bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc11FreeFromRunEPNS_6ThreadEPvPNS2_3RunE  address:0x79a057b124'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror17StackTraceElement10VisitRootsEPNS_11RootVisitorE  address:0x79a0771ac4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9OatHeader31GetInstructionSetFeaturesBitmapEv  address:0x79a07ac268'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg24deoptimization_requests_E  address:0x79a09e5860'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc10accounting27ModUnionTableReferenceCacheE  address:0x79a09d5708'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_emplaceIN3art25MillisecondsToNanosecondsENS_9allocatorIS2_EEE16__on_zero_sharedEv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeIjjEENS_19__map_value_compareIjS2_NS_4lessIjEELb1EEEN3art27ScopedArenaAllocatorAdapterIS2_EEE14__assign_multiINS_21__tree_const_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEEEvT_SI_  address:0x79a0892bd8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPKN3art7DexFileENS_9allocatorIS4_EEE6insertINS_11__wrap_iterIPKS4_EEEENS_9enable_ifIXaasr21__is_forward_iteratorIT_EE5valuesr16is_constructibleIS4_NS_15iterator_traitsISE_E9referenceEEE5valueENS9_IPS4_EEE4typeESC_SE_SE_  address:0x79a050a6d8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg8StopJdwpEv  address:0x79a0518d04'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes32E19GetProgramHeaderNumEv  address:0x79a0561eb4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ElfOatFile21InitializeFromElfFileEPNS_7ElfFileEPNS_8VdexFileEPKcPNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE  address:0x79a07b13f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror8ClassExtEED2Ev  address:0x79a07c3688'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art21QuickExceptionHandler15DeoptimizeStackEv  address:0x79a081ba54'} data: None
message: {'type': 'send', 'payload': 'name:artQuickResolutionTrampoline  address:0x79a08db7f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15instrumentation15InstrumentationC1Ev  address:0x79a06161a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14CompilerFilter19ParseCompilerFilterEPKcPNS0_6FilterE  address:0x79a0517a24'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable10VisitRootsINS_2gc9collector11MarkCompact22UpdateReferenceVisitorEEEvRKT_  address:0x79a05ac50c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art6mirror6ObjectENS_9allocatorIS4_EEE21__push_back_slow_pathIRKS4_EEvOT_  address:0x79a0487330'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__115basic_streambufIcNS_11char_traitsIcEEE6setbufEPcl  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art20ScopedArenaAllocatorD1Ev  address:0x79a049672c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9OatHeader28GetQuickResolutionTrampolineEv  address:0x79a07ad138'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg22GetSystemThreadGroupIdEv  address:0x79a0529824'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIiE13SetArrayClassENS_6ObjPtrINS0_5ClassEEE  address:0x79a0758730'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc3Run8FreeSlotEPv  address:0x79a057bc98'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExt6CreateEPNS_7RuntimeERKNS_18RuntimeArgumentMapEPNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEE  address:0x79a06ad0e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9MarkSweep19MarkRootsCheckpointEPNS_6ThreadEb  address:0x79a05ae9b4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__15dequeINS_4pairIPN3art6mirror6ObjectENS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEEENS9_ISC_EEE12emplace_backIJRS5_RKSB_EEEvDpOT_  address:0x79a0608558'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldPutILNS_13FindFieldTypeE3ELNS_9Primitive4TypeE6ELb1ELb1EEEbPNS_6ThreadERKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a063bb78'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Array16CreateMultiArrayEPNS_6ThreadENS_6HandleINS0_5ClassEEENS4_INS0_14PrimitiveArrayIiEEEE  address:0x79a07592cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable12InternStrongEPKc  address:0x79a0620674'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap20BootClassPathDexListE  address:0x79a09e7b70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFile11ResetOffsetEv  address:0x79a049c974'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2ti29AGENT_ON_ATTACH_FUNCTION_NAMEE  address:0x79a09e5268'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker14FindClassTableEPNS_6ThreadENS_6ObjPtrINS_6mirror8DexCacheEEE  address:0x79a04e25a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc5space11RegionSpace4DumpERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEE  address:0x79a05fecf0'} data: None
message: {'type': 'send', 'payload': 'name:artThrowStringBoundsFromCode  address:0x79a08d8f70'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9OatHeader27GetQuickToInterpreterBridgeEv  address:0x79a07ad374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting17MemoryRangeBitmapILm1024EE16CreateFromMemMapEPNS_6MemMapEmm  address:0x79a0583344'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime31UnstartedClassGetDeclaringClassEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a069e92c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E19GetSectionHeaderNumEv  address:0x79a0569ee8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22ProfileCompilationInfo4LoadERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEb  address:0x79a06da634'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14FormatDurationEmNS_8TimeUnitEm  address:0x79a04975cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9MarkSweep22DelayReferenceReferentENS_6ObjPtrINS_6mirror5ClassEEENS3_INS4_9ReferenceEEE  address:0x79a059ce50'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter11DoIPutQuickILNS_9Primitive4TypeE1ELb0EEEbRKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0645978'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art34register_dalvik_system_ZygoteHooksEP7_JNIEnv  address:0x79a078af70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc20AllocRecordObjectMap13SetPropertiesEv  address:0x79a0573888'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class23FindDeclaredStaticFieldENS_6ObjPtrINS0_8DexCacheEEEj  address:0x79a076312c'} data: None
message: {'type': 'send', 'payload': 'name:artAllocStringFromStringFromCodeTLAB  address:0x79a08c5cbc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9MarkSweep18MarkNonThreadRootsEv  address:0x79a05af0d8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Locks19jni_libraries_lock_E  address:0x79a09e5718'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ElfFileImplI10ElfTypes64E4OpenEPN9unix_file6FdFileEbbbPNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEEPh  address:0x79a0568e38'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE25__emplace_unique_key_argsIS7_JRKS7_RKjEEENS_4pairINS_15__tree_iteratorIS8_PNS_11__tree_nodeIS8_PvEElEEbEERKT_DpOT0_  address:0x79a060e1cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP15expandBufAdd2BEEPNS0_9ExpandBufEt  address:0x79a06bab2c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11annotations24IsFieldAnnotationPresentEPNS_8ArtFieldENS_6HandleINS_6mirror5ClassEEE  address:0x79a054b504'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc18ReferenceProcessor13ClearReferentENS_6ObjPtrINS_6mirror9ReferenceEEE  address:0x79a05e7efc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadPool11StopWorkersEPNS_6ThreadE  address:0x79a08690f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier12RegisterLine19CopyResultRegister1EPNS0_14MethodVerifierEjb  address:0x79a08a2528'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art22InstructionSetFeatures30AsX86_64InstructionSetFeaturesEv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6MemMap14mem_maps_lock_E  address:0x79a09e6ff8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction9ObjectLog8LogValueENS1_14FieldValueKindENS_12MemberOffsetEmb  address:0x79a0874000'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art23ThrowClassCastExceptionENS_6ObjPtrINS_6mirror5ClassEEES3_  address:0x79a0512d60'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc5space11MallocSpaceE  address:0x79a09d7490'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror5ClassEED2Ev  address:0x79a07c3688'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker19IsDexFileRegisteredEPNS_6ThreadERKNS_7DexFileE  address:0x79a04e1f5c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector11MarkCompactC1EPNS0_4HeapERKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE  address:0x79a05a7db8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art9BaseMutex14DumpContentionERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E23GetDynamicProgramHeaderEv  address:0x79a05635c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror6ObjectEE6NotifyEv  address:0x79a07c36b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier20PreciseReferenceTypeC2EPNS_6mirror5ClassERKNS_11StringPieceEt  address:0x79a0897254'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting11SpaceBitmapILm4096EE7SetNameERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE  address:0x79a058def4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier13UndefinedType14CreateInstanceEPNS_6mirror5ClassERKNS_11StringPieceEt  address:0x79a0897138'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVNSt3__120__shared_ptr_emplaceIN3art6MemoryILm1EEENS_9allocatorIS3_EEEE  address:0x79a09dc578'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Locks37reference_queue_soft_references_lock_E  address:0x79a09e5778'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Monitor4WaitEPNS_6ThreadEPNS_6mirror6ObjectElibNS_11ThreadStateE  address:0x79a0779ea4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP22expandBufAddUtf8StringEPNS0_9ExpandBufERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a06bace8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art12FaultHandlerENS_9allocatorIS3_EEE21__push_back_slow_pathIRKS3_EEvOT_  address:0x79a05736cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifierD2Ev  address:0x79a087e170'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeIN3art8verifier12VerifierDeps16MethodResolutionENS_4lessIS4_EENS_9allocatorIS4_EEE25__emplace_unique_key_argsIS4_JRS4_EEENS_4pairINS_15__tree_iteratorIS4_PNS_11__tree_nodeIS4_PvEElEEbEERKT_DpOT0_  address:0x79a08aeb38'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable5VisitINS_30VisitClassLoaderClassesVisitor32DefiningClassLoaderFilterVisitorEEEbRT_  address:0x79a04fc958'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9IterationC1Ev  address:0x79a05a5088'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9MarkSweep22FindDefaultSpaceBitmapEv  address:0x79a05af124'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14ReferenceTable4DumpERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a081ebd4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror18EmulatedStackFrame28CreateFromShadowFrameAndArgsILb1EEEPS1_PNS_6ThreadENS_6HandleINS0_10MethodTypeEEES8_RKNS_11ShadowFrameEjRA5_Kj  address:0x79a0767e2c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable9TableSlotC2ENS_6ObjPtrINS_6mirror5ClassEEE  address:0x79a0511ae8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8ZipEntry15ExtractToMemMapEPKcS2_PNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a08b204c'} data: None
message: {'type': 'send', 'payload': 'name:__deregister_frame_info  address:0x79a0924720'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E12GetSymbolNumER10Elf64_Shdr  address:0x79a056a940'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space10ImageSpace14ReleaseOatFileEv  address:0x79a05f2348'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ArenaStackC2EPNS_9ArenaPoolE  address:0x79a048efc8'} data: None
